name,latitude,longitude,weight
id_1,7.969281089345529,37.9515929387628,1
id_2,7.9297204,38.71554,1
id_3,7.9294891,38.7155036,1
id_4,7.9305893,38.7156313,1
id_5,7.9200138,38.714352,1
id_6,7.8626135,38.7075659,1
id_7,7.8610856,38.7129139,1
id_8,7.8602726,38.7133839,1
id_9,7.8750291,38.640778,1
id_10,7.9911771,38.6593741,1
id_11,7.9939811,38.6551074,1
id_12,8.022428096774819,38.721922335215496,1
id_13,8.145199,38.8174255,1
id_14,8.1438821,38.8162668,1
id_15,8.3012727,38.9520685,1
id_16,8.1454962,38.815861,1
id_17,8.2037798,38.8650594,1
id_18,8.176283991182524,38.844454707688314,1
id_19,8.5371585,37.9703852,1
id_20,8.5388845,37.9715811,1
id_21,8.5365913,37.9700181,1
id_22,8.550662737092637,37.97868303083803,1
id_23,8.4406279,38.6112844,1
id_24,8.335969,38.5242113,1
id_25,8.895091386503822,38.57888648598168,1
id_26,8.455151030871237,39.06643580296613,1
id_27,8.42837815,39.419386700000004,1
id_28,8.992026470726994,37.81534103233236,1
id_29,9.0064556,38.6818821,1
id_30,9.032998,38.7254941,1
id_31,9.0506354,38.7257655,1
id_32,9.0457306,38.7436298,1
id_33,9.057157,38.740055,1
id_34,9.0161003,38.7436838,1
id_35,8.9917686,38.7479408,1
id_36,9.0127767,38.7486874,1
id_37,9.0370124,38.7318051,1
id_38,9.0496298,38.7255989,1
id_39,9.034524,38.7439983,1
id_40,9.0347237,38.7279542,1
id_41,9.0412233,38.73048,1
id_42,8.9380687,38.7468861,1
id_43,9.033578,38.71196,1
id_44,8.931952,38.662407,1
id_45,8.9754715,38.68185,1
id_46,9.005305,38.74544,1
id_47,9.0337432,38.7393828,1
id_48,9.0096473,38.7474102,1
id_49,9.0096959,38.7474278,1
id_50,9.0099079,38.7476846,1
id_51,9.0336984,38.7261606,1
id_52,9.0359639,38.725766,1
id_53,8.9996207,38.7402914,1
id_54,9.0562288,38.7435936,1
id_55,8.9947688,38.7473938,1
id_56,9.0044707,38.7466288,1
id_57,8.912282,38.6247257,1
id_58,8.912513,38.6259939,1
id_59,8.914323,38.6333455,1
id_60,9.0126339,38.7412445,1
id_61,8.9994709,38.7191541,1
id_62,8.9975901,38.7395901,1
id_63,9.0130276,38.7345533,1
id_64,9.0078348,38.7465851,1
