Origin,Destination,Flow,Travel Time (min),Travel Distance (km),Centroid Distance (km)
0_0,0_1,0.0,16.092078779541797,8.046039389770899,4.936220484522024
0_0,0_2,0.6435456078335972,32.18428027448609,16.092140137243046,9.872478611805551
0_0,0_3,0.31069128700673376,48.27660452877814,24.13830226438907,14.808774395330717
0_0,0_4,0.0,64.36905158606767,32.184525793033835,19.745107848487017
0_0,0_5,0.0045257904858081194,80.46162148971601,40.230810744858005,24.681478984575463
0_0,1_0,0.0,12.517758779824113,6.258879389912057,3.8398033066945136
0_0,1_1,0.0,20.385101357722686,10.192550678861343,6.253098575988554
0_0,1_2,2.179642640856331,34.53010663681843,17.265053318409215,10.592057250557803
0_0,1_3,0.8996648579621079,49.87017002812479,24.935085014062395,15.297598168136439
0_0,1_4,0.3034694138662448,65.57195283605562,32.78597641802781,20.11409596198025
0_0,1_5,0.022165633361333356,81.42654081336342,40.71327040668171,24.977466507166696
0_0,2_0,0.0,25.035516835549984,12.517758417774992,7.679606391273002
0_0,2_1,4.120821700351451,29.75473735136179,14.877368675680895,9.127220046429997
0_0,2_2,4.071433074508638,40.76554097223316,20.38277048611658,12.504767169396676
0_0,2_3,3.0226748652434843,54.37135057875502,27.18567528937751,16.678328398391113
0_0,2_4,1.086600808808584,69.05504726201555,34.527523631007774,21.182529834974094
0_0,2_5,0.02266118952820542,84.25502098237294,42.12751049118647,25.845098460850597
0_0,3_0,1.0680721561706683,37.5532734430794,18.7766367215397,11.519409031619448
0_0,3_1,0.8984188826082199,40.84520783508478,20.42260391754239,12.52920485738797
0_0,3_2,0.21026030136446583,49.44017584077687,24.720087920388433,15.165698110667751
0_0,3_3,1.4877421802296857,61.14131296689271,30.570656483446353,18.75500397757445
0_0,3_4,0.37293810116546644,74.49919700268194,37.24959850134097,22.852514418000595
0_0,3_5,0.0057942766424651,88.76910194163105,44.384550970815525,27.229785871665968
0_0,4_0,0.06628837593241595,50.07102787831168,25.03551393915584,15.35921100561708
0_0,4_1,0.0,52.57862684349618,26.28931342174809,16.128413142176743
0_0,4_2,0.009610979286064636,59.496496133524175,29.748248066762088,18.250458936663858
0_0,4_3,0.06344316192371427,69.52037715544954,34.76018857772477,21.325269066088815
0_0,4_4,0.10036658292856115,81.51241146141237,40.756205730706185,25.003807196752263
0_0,4_5,0.0,94.72811654194072,47.36405827097036,29.057704460718014
0_0,5_0,0.0,62.58877941714615,31.29438970857308,19.19901209114913
0_0,5_1,0.0,64.60562772648389,32.302813863241944,19.81767721671285
0_0,5_2,0.0036868564760480353,70.34440469421654,35.17220234710827,21.578038249759675
0_0,5_3,0.001716757996986296,78.9981745058527,39.49908725292635,24.232568866825982
0_0,5_4,0.02262687076446269,89.72752032035663,44.863760160178316,27.5237792393732
0_0,5_5,0.0011376466982589823,101.87883057181615,50.939415285908076,31.251175022029496
0_1,0_0,0.0,16.092078779541797,8.046039389770899,4.936220484522024
0_1,0_2,16.80527705363342,16.09220149494328,8.04610074747164,4.936258127283215
0_1,0_3,8.113260494271161,32.18452574923543,16.092262874617717,9.872553910808415
0_1,0_4,0.0,48.27697280652606,24.13848640326303,14.80888736396505
0_1,0_5,0.11818457320644876,64.36954271017399,32.184771355086994,19.74525850005337
0_1,1_0,0.0,20.385101357722686,10.192550678861343,6.253098575988554
0_1,1_1,0.0,12.510014373673041,6.2550071868365205,3.8374277219855957
0_1,1_2,47.94498397395235,20.38044275699303,10.190221378496515,6.2516695573598255
0_1,1_3,21.98870798700113,34.527527724743706,17.263763862371853,10.591266173234267
0_1,1_4,7.657216793473676,49.86858217533158,24.93429108766579,15.29711109672748
0_1,1_5,0.5668588071839239,65.57095593279577,32.785477966397885,20.113790163434285
0_1,2_0,0.0,29.75473735136179,14.877368675680895,9.127220046429997
0_1,2_1,39.46358314306994,25.020028022291637,12.510014011145818,7.674855221561852
0_1,2_2,67.95165758054297,29.74177036977892,14.87088518488946,9.12324244471746
0_1,2_3,63.42278186803285,40.756221043118025,20.378110521559012,12.501908295434978
0_1,2_4,25.071123850093542,54.36454365030323,27.182271825151616,16.6762403835286
0_1,2_5,0.5471759650286586,69.04988722134411,34.524943610672054,21.180947000412303
0_1,3_0,5.034100236186259,40.84520783508478,20.42260391754239,12.52920485738797
0_1,3_1,7.589965845204204,37.53004022080134,18.76502011040067,11.51228227631943
0_1,3_2,2.8370174477845747,40.82389267748851,20.411946338744254,12.522666465487273
0_1,3_3,26.401844019140434,49.422684443277305,24.711342221638652,15.160332651312057
0_1,3_4,7.658776888775044,61.12732898456039,30.5636644922802,18.75071441244184
0_1,3_5,0.1289444231804657,74.48790445259905,37.24395222629953,22.849050445582535
0_1,4_0,0.3348456895588488,52.57862684349618,26.28931342174809,16.128413142176743
0_1,4_1,0.0,50.04005024414522,25.02002512207261,15.349708663848228
0_1,4_2,0.11190610405856286,52.54915975866958,26.27457987933479,16.1193741591011
0_1,4_3,0.9715794516192177,59.47055187939457,29.735275939697285,18.242500576501403
0_1,4_4,1.8282246156718063,69.49831317393682,34.74915658696841,21.31850097360025
0_1,4_5,0.0,81.49376070385341,40.746880351926706,24.99808610547651
0_1,5_0,0.0,64.60562772648389,32.302813863241944,19.81767721671285
0_1,5_1,0.0,62.55005736726647,31.275028683633234,19.187134161738182
0_1,5_2,0.038709863736096244,64.56813908318206,32.28406954159103,19.806177632877933
0_1,5_3,0.023311455169492453,70.31005411281414,35.15502705640707,21.567501261599432
0_1,5_4,0.3689369564460235,78.9677080063514,39.4838540031757,24.22322331483172
0_1,5_5,0.02102491397892805,89.7008475027248,44.8504237513624,27.515597393473865
0_2,0_0,0.0,32.18428027448609,16.092140137243046,9.872478611805551
0_2,0_1,0.0,16.09220149494328,8.04610074747164,4.936258127283215
0_2,0_3,71.19019327107421,16.09232425429209,8.046162127146046,4.936295783525182
0_2,0_4,0.0,32.184771311582395,16.092385655791198,9.872629236681716
0_2,0_5,1.0370162050347402,48.27734121522949,24.138670607614745,14.809000372769784
0_2,1_0,0.0,34.53010663681843,17.265053318409215,10.592057250557803
0_2,1_1,0.0,20.38044275699303,10.190221378496515,6.2516695573598255
0_2,1_2,203.65212868672288,12.502262404261716,6.251131202130858,3.835049817258195
0_2,1_3,162.5515709850427,20.3757814350953,10.18789071754765,6.2502397040169635
0_2,1_4,62.89000870522855,34.524947708519356,17.262473854259678,10.590474757214526
0_2,1_5,4.806260497826781,49.86699371499052,24.93349685749526,15.29662383895415
0_2,2_0,0.0,40.76554097223316,20.38277048611658,12.504767169396676
0_2,2_1,55.08405948922554,29.74177036977892,14.87088518488946,9.12324244471746
0_2,2_2,218.70754173381835,25.004524082514447,12.502262041257223,7.670099411814248
0_2,2_3,355.78860171806673,29.72879311925095,14.864396559625474,9.119261693021764
